"tm","ECG","CVP"
9.342,0.136,2.689
9.344,0.132,2.839
9.347,0.132,2.938
9.35,0.132,2.988
9.353,0.132,3.038
9.356,0.132,3.187
9.358,0.135,3.386
9.361,0.134,3.486
9.364,0.131,3.536
9.367,0.13,3.586
9.369,0.135,3.685
9.372,0.142,3.735
9.375,0.142,3.835
9.378,0.139,3.934
9.381,0.136,4.034
9.383,0.137,4.084
9.386,0.141,4.084
9.389,0.144,4.084
9.392,0.143,4.133
9.394,0.14,4.283
9.397,0.137,4.382
9.4,0.137,4.382
9.403,0.14,4.283
9.406,0.146,4.233
9.408,0.148,4.233
9.411,0.146,4.283
9.414,0.141,4.233
9.417,0.139,4.183
9.419,0.144,4.183
9.422,0.151,4.183
9.425,0.156,4.084
9.428,0.154,3.934
9.431,0.148,3.835
9.433,0.142,3.785
9.436,0.141,3.735
9.439,0.147,3.685
9.442,0.154,3.635
9.444,0.153,3.536
9.447,0.147,3.436
9.45,0.14,3.386
9.453,0.14,3.386
9.456,0.146,3.287
9.458,0.15,3.187
9.461,0.148,3.137
9.464,0.146,3.088
9.467,0.149,3.038
9.469,0.156,3.038
9.472,0.164,3.088
9.475,0.18,3.038
9.478,0.213,3.038
9.481,0.26,3.088
9.483,0.317,3.187
9.486,0.382,3.237
9.489,0.442,3.237
9.492,0.478,3.287
9.494,0.489,3.386
9.497,0.506,3.436
9.5,0.574,3.486
9.503,0.718,3.586
9.506,0.93,3.635
9.508,1.183,3.685
9.511,1.45,3.635
9.514,1.709,3.635
9.517,1.899,3.685
9.519,1.915,3.735
9.522,1.685,3.735
9.525,1.271,3.685
9.528,0.823,3.685
9.531,0.44,3.635
9.533,0.108,3.635
9.536,-0.19,3.635
9.539,-0.416,3.586
9.542,-0.532,3.536
9.544,-0.571,3.536
9.547,-0.581,3.536
9.55,-0.576,3.536
9.553,-0.556,3.486
9.556,-0.536,3.386
9.558,-0.522,3.287
9.561,-0.496,3.237
9.564,-0.45,3.287
9.567,-0.41,3.287
9.569,-0.388,3.187
9.572,-0.367,3.137
9.575,-0.327,3.237
9.578,-0.28,3.287
9.581,-0.241,3.287
9.583,-0.209,3.287
9.586,-0.179,3.386
9.589,-0.151,3.436
9.592,-0.136,3.436
9.594,-0.132,3.436
9.597,-0.134,3.586
9.6,-0.136,3.735
9.603,-0.134,3.785
9.606,-0.129,3.735
9.608,-0.126,3.635
9.611,-0.128,3.635
9.614,-0.133,3.685
9.617,-0.134,3.785
9.619,-0.13,3.785
9.622,-0.125,3.785
9.625,-0.123,3.785
9.628,-0.127,3.835
9.631,-0.134,3.884
9.633,-0.14,3.884
9.636,-0.137,3.884
9.639,-0.133,3.785
9.642,-0.135,3.685
9.644,-0.143,3.635
9.647,-0.146,3.536
9.65,-0.14,3.436
9.653,-0.132,3.337
9.656,-0.13,3.187
9.658,-0.135,2.988
9.661,-0.141,2.739
9.664,-0.143,2.44
9.667,-0.139,2.141
9.669,-0.134,1.843
9.672,-0.133,1.494
9.675,-0.134,1.145
9.678,-0.129,0.847
9.681,-0.123,0.647
9.683,-0.119,0.448
9.686,-0.113,0.249
9.689,-0.103,0.05
9.692,-0.091,0
9.694,-0.084,-0.05
9.697,-0.075,-0.1
9.7,-0.063,-0.149
9.703,-0.05,-0.149
9.706,-0.041,-0.1
9.708,-0.031,0.05
9.711,-0.018,0.149
9.714,-0.01,0.199
9.717,-0.002,0.299
9.719,0.01,0.448
9.722,0.013,0.598
9.725,0.002,0.797
9.728,-0.007,1.195
9.731,0,1.594
9.733,0.016,1.843
9.736,0.018,1.942
9.739,0.008,2.042
9.742,0.005,2.191
9.744,0.018,2.341
9.747,0.041,2.59
9.75,0.058,2.938
9.753,0.061,3.287
9.756,0.056,3.586
9.758,0.051,3.835
9.761,0.05,4.133
9.764,0.05,4.482
9.767,0.052,4.731
9.769,0.059,4.93
9.772,0.068,5.179
9.775,0.068,5.478
9.778,0.058,5.777
9.781,0.047,5.976
9.783,0.044,6.225
9.786,0.041,6.474
9.789,0.028,6.723
9.792,0.007,6.922
9.794,-0.012,7.171
9.797,-0.031,7.42
9.8,-0.056,7.669
9.803,-0.082,7.968
9.806,-0.098,8.267
9.808,-0.101,8.616
9.811,-0.104,8.964
9.814,-0.111,9.263
9.817,-0.116,9.711
9.819,-0.122,10.11
9.822,-0.138,10.508
9.825,-0.162,10.807
9.828,-0.175,11.205
9.831,-0.176,11.604
9.833,-0.178,12.002
9.836,-0.19,12.351
9.839,-0.203,12.749
9.842,-0.214,13.197
9.844,-0.225,13.645
9.847,-0.234,14.044
9.85,-0.238,14.343
9.853,-0.24,14.691
9.856,-0.244,14.99
9.858,-0.252,15.388
9.861,-0.262,15.787
9.864,-0.269,16.086
9.867,-0.273,16.235
9.869,-0.275,16.335
9.872,-0.281,16.584
9.875,-0.291,16.833
9.878,-0.298,17.032
9.881,-0.3,17.131
9.883,-0.3,17.281
9.886,-0.301,17.38
9.889,-0.304,17.38
9.892,-0.311,17.38
9.894,-0.318,17.48
9.897,-0.319,17.58
9.9,-0.315,17.629
9.903,-0.313,17.58
9.906,-0.316,17.43
9.908,-0.32,17.181
9.911,-0.321,16.932
9.914,-0.321,16.683
9.917,-0.32,16.384
9.919,-0.317,15.986
9.922,-0.313,15.488
9.925,-0.313,15.04
9.928,-0.312,14.592
9.931,-0.307,14.143
9.933,-0.298,13.596
9.936,-0.292,12.898
9.939,-0.291,12.151
9.942,-0.292,11.454
9.944,-0.292,10.857
9.947,-0.287,10.359
9.95,-0.276,9.861
9.953,-0.264,9.263
9.956,-0.26,8.566
9.958,-0.261,7.968
9.961,-0.257,7.371
9.964,-0.249,6.723
9.967,-0.238,5.976
9.969,-0.229,5.329
9.972,-0.222,4.88
9.975,-0.217,4.532
9.978,-0.215,4.183
9.981,-0.211,3.835
9.983,-0.201,3.486
9.986,-0.19,3.137
9.989,-0.185,2.789
9.992,-0.183,2.59
9.994,-0.179,2.49
9.997,-0.167,2.341
